date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:54	34447/34447	---MCZ	200	added ('OK')	application/javascript	etag:W/%22868f-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/5950-ac4ab424aa3bdc31.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/5950-ac4ab424aa3bdc31.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:54	43997/43997	---MCZ	200	added ('OK')	application/javascript	etag:W/%22abdd-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/7179.58a3a6a905ed3c5b.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/7179.58a3a6a905ed3c5b.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:55	5986/5986	---MCZ	200	added ('OK')	application/javascript	etag:W/%221762-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/webpack-13f9006097c88b74.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/webpack-13f9006097c88b74.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:55	141075/141075	---MCZ	200	added ('OK')	application/javascript	etag:W/%2222713-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/framework-ce84985cd166733a.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/framework-ce84985cd166733a.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:55	110477/110477	---MCZ	200	added ('OK')	application/javascript	etag:W/%221af8d-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/main-7636331dc094a8a9.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/main-7636331dc094a8a9.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:55	176563/176563	---MCZ	200	added ('OK')	application/javascript	etag:W/%222b1b3-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/pages/_app-75660f2a45d790be.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/pages/_app-75660f2a45d790be.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:56	124886/124886	---MCZ	200	added ('OK')	application/javascript	etag:W/%221e7d6-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/0b5ea8d6-208c5eca82a94965.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/0b5ea8d6-208c5eca82a94965.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:56	370501/370501	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a745-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/6365-3d0e1852af604b43.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/6365-3d0e1852af604b43.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:56	134284/134284	---MCZ	200	added ('OK')	application/javascript	etag:W/%2220c8c-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/6933-f312215db97b5535.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/6933-f312215db97b5535.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:56	13155/13155	---MCZ	200	added ('OK')	application/javascript	etag:W/%223363-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/pages/%5B...slug%5D-0670863b9e4a6e11.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/pages/[...slug]-0670863b9e4a6e11.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:57	3721/3721	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e89-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/MQT9dcvepPIR9449I1Jve/_buildManifest.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/MQT9dcvepPIR9449I1Jve/_buildManifest.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:57	77/77	---MCZ	200	added ('OK')	application/javascript	etag:W/%224d-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/MQT9dcvepPIR9449I1Jve/_ssgManifest.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/MQT9dcvepPIR9449I1Jve/_ssgManifest.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:57	43556/43556	---M--	200	added ('OK')	font/woff2	etag:W/%22aa24-1999fb58ee0%22	https://amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Book-WebXL.woff2	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Book-WebXL.woff2	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:58	55074/55074	---M--	200	added ('OK')	font/woff	etag:W/%22d722-1999fb58ee0%22	https://amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Book-WebXL.woff	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Book-WebXL.woff	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:58	68064/68064	---M--	200	added ('OK')	font/woff2	etag:W/%22109e0-1999fb58ee0%22	https://amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Medium-WebXL.woff2	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Medium-WebXL.woff2	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:59	85600/85600	---M--	200	added ('OK')	font/woff	etag:W/%2214e60-1999fb58ee0%22	https://amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Medium-WebXL.woff	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Medium-WebXL.woff	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:59	68956/68956	---M--	200	added ('OK')	font/woff2	etag:W/%2210d5c-1999fb58ee0%22	https://amitguptaforwork.hashnode.dev/fonts/SuisseIntl-SemiBold-WebXL.woff2	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/fonts/SuisseIntl-SemiBold-WebXL.woff2	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:54:59	86248/86248	---M--	200	added ('OK')	font/woff	etag:W/%22150e8-1999fb58ee0%22	https://amitguptaforwork.hashnode.dev/fonts/SuisseIntl-SemiBold-WebXL.woff	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/fonts/SuisseIntl-SemiBold-WebXL.woff	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:00	69364/69364	---M--	200	added ('OK')	font/woff2	etag:W/%2210ef4-1999fb58ee0%22	https://amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Bold-WebXL.woff2	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Bold-WebXL.woff2	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:01	86887/86887	---M--	200	added ('OK')	font/woff	etag:W/%2215367-1999fb58ee0%22	https://amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Bold-WebXL.woff	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/fonts/SuisseIntl-Bold-WebXL.woff	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:01	44065/44065	---MCZ	200	added ('OK')	text/xml	date:Thu,%2002%20Oct%202025%2010:18:52%20GMT	https://amitguptaforwork.hashnode.dev/rss.xml	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/rss.xml	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:01	58360/58360	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:02%20GMT	https://amitguptaforwork.hashnode.dev/	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/index.html	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:02	58388/58388	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:03%20GMT	https://amitguptaforwork.hashnode.dev/?source=top_nav_blog_home	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/index4550.html	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:02	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:03%20GMT	https://amitguptaforwork.hashnode.dev/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.22aca3.delayed	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:02	192/192	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:03%20GMT	https://amitguptaforwork.hashnode.dev/%22https:/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8aca3.jpeg	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:03	7361/7361	---M--	200	added ('OK')	image/png	etag:%221eadbfe30c0702672d0eea62f49ea3d5%22	https://cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11.png?w=200&h=200&fit=crop&crop=faces&auto=compress,format&format=webp	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11a430.png	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:04	60457/60457	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:05%20GMT	https://amitguptaforwork.hashnode.dev/tag/data-analysis?source=tags_bottom_blogs	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/data-analysis5255.html	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:04	60331/60331	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:05%20GMT	https://amitguptaforwork.hashnode.dev/tag/analogy?source=tags_bottom_blogs	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/analogy5255.html	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:05	51967/51967	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:06%20GMT	https://amitguptaforwork.hashnode.dev/tag/missing-data?source=tags_bottom_blogs	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/tag/missing-data5255.html	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:05	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2002%20Oct%202025%2010:25:06%20GMT	https://amitguptaforwork.hashnode.dev/cdn-cgi/challenge-platform/scripts/jsd/main.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:06	10141/10141	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2002%20Oct%202025%2010:25:06%20GMT	https://amitguptaforwork.hashnode.dev/cdn-cgi/challenge-platform/h/g/scripts/jsd/4687995f25e1/main.js?	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/cdn-cgi/challenge-platform/h/g/scripts/jsd/4687995f25e1/maind41d.js	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar)
15:55:06	25844/25844	---M--	200	added ('OK')	font/woff2	etag:W/%2264f4-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/media/ba9851c3c22cd980-s.woff2	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/media/ba9851c3c22cd980-s.woff2	(from https://amitguptaforwork.hashnode.dev/_next/static/css/62323deb9f18e06c.css)
15:55:06	206/206	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:07%20GMT	https://amitguptaforwork.hashnode.dev/mcar-mar-mnar/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.jpeg?w=400&h=210&fit=crop&crop=entropy&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/mcar-mar-mnar/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1759335348948/4ead57b0-0b81-454f-a5d5-938972c37be8.2	(from https://amitguptaforwork.hashnode.dev/mcar-mar-mnar/rss.xml)
15:55:06	18744/18744	---M--	200	added ('OK')	font/woff2	etag:W/%224938-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/media/21350d82a1f187e9-s.woff2	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/media/21350d82a1f187e9-s.woff2	(from https://amitguptaforwork.hashnode.dev/_next/static/css/62323deb9f18e06c.css)
15:55:06	11272/11272	---M--	200	added ('OK')	font/woff2	etag:W/%222c08-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/media/c5fe6dc8356a8c31-s.woff2	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/media/c5fe6dc8356a8c31-s.woff2	(from https://amitguptaforwork.hashnode.dev/_next/static/css/62323deb9f18e06c.css)
15:55:06	19044/19044	---M--	200	added ('OK')	font/woff2	etag:W/%224a64-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/media/19cfc7226ec3afaa-s.woff2	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/media/19cfc7226ec3afaa-s.woff2	(from https://amitguptaforwork.hashnode.dev/_next/static/css/62323deb9f18e06c.css)
15:55:07	10280/10280	---M--	200	added ('OK')	font/woff2	etag:W/%222828-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/media/df0a9ae256c0569c-s.woff2	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/media/df0a9ae256c0569c-s.woff2	(from https://amitguptaforwork.hashnode.dev/_next/static/css/62323deb9f18e06c.css)
15:55:07	85272/85272	---M--	200	added ('OK')	font/woff2	etag:W/%2214d18-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/media/8e9860b6e62d6359-s.woff2	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/media/8e9860b6e62d6359-s.woff2	(from https://amitguptaforwork.hashnode.dev/_next/static/css/62323deb9f18e06c.css)
15:55:07	25606/25606	---MC-	200	added ('OK')	image/png	date:Thu,%2002%20Oct%202025%2010:19:03%20GMT	https://amitguptaforwork.hashnode.dev/api/og/home?og=eyJ0aXRsZSI6IkFtaXQncyUyMExlYXJuaW5nJTIwTm90ZXMiLCJkb21haW4iOiJhbWl0Z3VwdGFmb3J3b3JrLmhhc2hub2RlLmRldiIsImZvbGxvd2VycyI6MCwiaXNUZWFtIjp0cnVlLCJtZXRhIjoiSnVzdCUyMHdhbnRlZCUyMHRvJTIwc2hhcmUlMjBteSUyMG5vdGVzJTIwYXMlMjBJJTIwbGVhcm4lMjBuZXclMjBleGNpdGluZyUyMHRoaW5ncyIsImFydGljbGVzIjp7InRvdGFsRG9jdW1lbnRzIjoyfX0=	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/api/og/home73bf.png	(from https://amitguptaforwork.hashnode.dev/)
15:55:07	7555/7555	---MCZ	200	added ('OK')	application/javascript	etag:W/%221d83-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/5772-330b7829e95060dd.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/5772-330b7829e95060dd.js	(from https://amitguptaforwork.hashnode.dev/)
15:55:07	14217/14217	---MCZ	200	added ('OK')	application/javascript	etag:W/%223789-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/4960-b70b6f04f379686e.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/4960-b70b6f04f379686e.js	(from https://amitguptaforwork.hashnode.dev/)
15:55:08	17211/17211	---MCZ	200	added ('OK')	application/javascript	etag:W/%22433b-1999fb9a5c0%22	https://amitguptaforwork.hashnode.dev/_next/static/chunks/pages/index-77bcfcca4712573b.js	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_next/static/chunks/pages/index-77bcfcca4712573b.js	(from https://amitguptaforwork.hashnode.dev/)
15:55:09	55489/55489	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Oct%202025%2010:25:10%20GMT	https://amitguptaforwork.hashnode.dev/newsletter	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/newsletter.html	(from https://amitguptaforwork.hashnode.dev/)
15:55:09	189/189	---M--	308	error ('Permanent%20Redirect')	text/plain	date:Thu,%2002%20Oct%202025%2010:25:10%20GMT	https://amitguptaforwork.hashnode.dev/%22https://cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11.png?w=400&h=400&fit=crop&crop=faces&auto=compress,format&format=webp&fm=blurhash%22	D:/Knowledge/AAPORTFOLIO/amitguptaforwork.github.io/posts/MyExternalArticles/MyWebsites/amitguptaforwork.hashnode.dev/_https_/cdn.hashnode.com/res/hashnode/image/upload/v1744625750145/964daf99-0a9d-4c05-89d2-b108baacda11c1fd.png	(from https://amitguptaforwork.hashnode.dev/)
